Out-degree strong,Betweeness strong
1,0.0009965354977034201
7,0.0014599519641456248
4,0.0
16,0.00026206699060578136
4,0.00010857637346849616
5,2.1193614007822843e-08
14,0.00037547637164118134
1,0.0004815374961333016
1,0.0
5,0.027360358622749784
4,3.415199514403453e-07
3,0.0003601516646565844
15,0.0008104522416984902
70,9.121919524374925e-06
2,0.0
2,0.003995420112754763
3,0.0051798415880551915
11,0.0010843764877672762
13,0.0025086756199842915
8,0.0015307607674604666
6,7.626653151299334e-05
2,0.0
29,0.0020335719664174162
2,0.0
4,0.001016276178903121
123,0.006226857126312277
1,4.283651777182387e-05
4,7.282116088560787e-05
2,0.0060176806735177365
5,0.0006704724611266623
4,0.0005330781856133106
1,2.3952637213204873e-07
4,0.0
10,0.004703653462552445
1,1.679048014001577e-06
8,0.000692305011942311
8,2.4648339779730737e-05
33,0.001757063238991313
2,0.0020202934646041688
11,6.863792328188977e-06
1,0.0006659271036530418
3,0.0
5,0.0
3,4.854824903413816e-05
3,0.0
63,0.008970884719068976
4,4.440876721861635e-05
1,0.0
1,0.0
5,1.2716168404693706e-07
1,3.436987671654589e-05
